Species3;Family3;Order3;Clade;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;Min.Latitude;Max.Latitude;Centroid.Latitude;Centroid.Longitude;Range.Size;Species.Status
Metallura aeneocauda;Trochilidae;Apodiformes;Coquettes;6;4;0;2;4;19;13,8;1,9;2,1;4,9;58,5;33,1;25,4;56,3;40,5;5,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,89;-12,3;-14,91;-69,23682834;49696,48;Extant
Metallura baroni;Trochilidae;Apodiformes;Coquettes;3;2;1;0;3;16,8;12,1;1,7;1,4;6;57,1;34,4;22,7;60,3;37,7;4,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-3,21;-2,51;-2,88;-79,24335979;2725,47;Extant
Metallura eupogon;Trochilidae;Apodiformes;Coquettes;4;1;3;0;4;17,8;12,2;1,4;1,9;5,2;59,6;36,6;23;61,3;41,8;4,6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-13,55;-9,73;-11,59;-74,95717871;35465,53;Extant
Metallura iracunda;Trochilidae;Apodiformes;Coquettes;5;2;3;0;5;14,4;11,1;0,9;1;5,6;58,1;37,3;20,8;64,1;41;3,9;Updated_literature;BoW;NO;NA;NA;Grassland;2;1;Herbivore;Nectarivore;Aerial;9,61;10,63;10,19;-72,91223046;1650,98;Extant
Metallura odomae;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;20,1;14,3;1,6;1,8;5,8;58;35,3;22,7;60,9;43,2;5,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-5,89;-3,89;-4,97;-79,32409857;8418,36;Extant
Metallura phoebe;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;21,7;15,2;2,2;1,9;6,9;70,6;41,6;29;58,9;49,4;5,4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-18,06;-6,68;-12,59;-74,95210047;142044,52;Extant
Metallura theresiae;Trochilidae;Apodiformes;Coquettes;4;3;1;0;3;17,1;12,5;1,4;2,1;5,3;58,3;33,8;24,5;57,9;38,7;4,9;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-9,85;-5,42;-7,65;-77,24528379;34923,52;Extant
Metallura tyrianthina;Trochilidae;Apodiformes;Coquettes;54;16;27;11;37;16,5;11,9;2,1;1,7;5,3;54,2;32,3;21,9;59,7;37,8;3,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,07;11,05;-5,15;-74,34022494;422575,2;Extant
Metallura williami;Trochilidae;Apodiformes;Coquettes;7;2;2;3;4;16,2;11,1;1,6;1,5;5,9;57,5;32;24,7;56,4;37,6;4,5;Dunning;NA;NO;NA;NA;Forest;3;1;Herbivore;Nectarivore;Aerial;-4,63;5,14;0,04;-77,6191161;51630,48;Extant
Microchera albocoronata;Trochilidae;Apodiformes;Emeralds;6;2;3;1;4;14,4;10,7;1,6;1,5;4,4;40,6;25,8;14;64,8;22,4;2,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,55;15,94;12,4;-84,03592472;76810,96;Extant
Microstilbon burmeisteri;Trochilidae;Apodiformes;Bees;8;5;3;0;4;17,5;14,1;1,5;1,6;4,6;29,9;18,1;11,8;60,8;15,8;2,5;Dunning;NA;NO;NA;NA;Shrubland;2;2;Herbivore;Nectarivore;Aerial;-28,14;-16,96;-21,72;-64,35045725;109902,82;Extant
Myrmia micrura;Trochilidae;Apodiformes;Bees;5;2;2;1;4;15,8;12,7;1,5;1,2;3,7;33,9;21,1;13,1;61,7;15;2,3;Updated_literature;BoW;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-7,98;-1,26;-4,72;-80,23541497;72174,99;Extant
Myrtis fanny;Trochilidae;Apodiformes;Bees;6;1;5;0;4;20,9;15,6;1,7;1,4;4,7;39,3;24,8;13,8;64,3;28,8;2,3;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-17,47;0,7;-10,15;-76,50098627;256471,5;Extant
Ocreatus underwoodii;Trochilidae;Apodiformes;Brilliants;21;10;10;1;4;17,6;16,2;2;1,7;4,5;42,6;29,3;13,4;68,7;51,1;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,74;11,28;-2,66;-74,10971579;385599,41;Extant
Opisthoprora euryptera;Trochilidae;Apodiformes;Coquettes;4;0;0;4;4;16,4;10,9;1,9;1,8;6,2;63,2;37,8;25,5;59,8;42,5;6,2;Updated_literature;BoW;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-8,59;2,41;-2,77;-77,82666984;26992,64;Extant
Oreonympha nobilis;Trochilidae;Apodiformes;Coquettes;9;4;5;0;5;27,4;22,8;2,5;2,3;6,4;80,3;51,6;28,9;64,1;71,6;7,7;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Generalist;-14,49;-12,4;-13,59;-72,92379198;61823,86;Extant
Oreotrochilus adela;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;32,3;14,2;2,4;2,4;8,4;65,4;38,3;29,7;56,4;49,2;7,9;Updated_literature;BoW;NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;-22,55;-16,48;-19,05;-65,69728259;50647,41;Extant
Oreotrochilus chimborazo;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;24,4;18,6;2,6;2,2;7,3;73,8;42,8;30,2;58,6;49,4;8,2;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Insessorial;-3,03;1,06;-0,9;-78,46704635;36894,51;Extant
Oreotrochilus estella;Trochilidae;Apodiformes;Coquettes;10;4;6;0;5;25,1;18,1;2,4;2,5;7,7;72,4;42,9;29,4;59,4;52;8,1;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Insessorial;-27,54;-4,49;-18,11;-69,09219266;657177,65;Extant
Oreotrochilus leucopleurus;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;24,3;19;2,3;2,2;7,8;68,2;40,5;27,4;59,6;48;8,2;Updated_literature;BoW;NO;NA;NA;Grassland;3;2;Herbivore;Nectarivore;Aerial;-45,1;-20,45;-33,25;-69,02389803;404047,64;Extant
Oreotrochilus melanogaster;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;23,1;17,9;2,4;2,3;8,4;72;42;29,8;58,5;49,2;9,1;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-13,55;-10,37;-11,88;-75,56678593;55336,69;Extant
Orthorhyncus cristatus;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;15,7;10,1;1,3;1,3;5;47,1;30,3;16,6;64,7;29,2;3,02;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;11,99;18,76;15,7;-62,01578744;7736,3;Extant
Oxypogon guerinii;Trochilidae;Apodiformes;Coquettes;43;3;38;2;10;13,3;8,7;1,6;1,4;6,2;70,1;41;26;60,9;55,1;4,8;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Insessorial;4,04;11,06;6,86;-72,91971257;35248,15;Extant
Panterpe insignis;Trochilidae;Apodiformes;Gems;5;2;3;0;4;22,1;18;2,1;2,1;6,6;62,9;39;23,6;62,2;38,8;5,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,76;10,79;9,58;-83,55361843;8271,57;Extant
Patagona gigas;Trochilidae;Apodiformes;Patagona;6;2;4;0;3;45,2;36,2;4,6;3,5;8;135,7;85,9;47,3;64,5;86,1;20,2;Dunning;NA;NO;NA;NA;Shrubland;2;2;Herbivore;Nectarivore;Insessorial;-39,1;1,28;-21,7;-69,98077404;1270749,2;Extant
Phaeochroa cuvierii;Trochilidae;Apodiformes;Emeralds;5;0;1;4;4;24,2;18,9;2,8;2,3;6,5;67,9;42,5;25,1;62,9;42;8,9;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;7,21;17;12,57;-83,64114763;238479,54;Extant
Phaethornis anthophilus;Trochilidae;Apodiformes;Hermits;10;1;1;8;4;36,4;31;2,3;2,3;4,7;57,2;33,9;23,3;59,3;62,9;5,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;1,76;12,49;8,58;-72,2332111;413680,8;Extant
Phaethornis atrimentalis;Trochilidae;Apodiformes;Hermits;4;0;0;4;4;25,2;20,5;1,7;1,9;4;38,5;25;13,5;65;33;2,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-11,8;5,51;-2,16;-74,54112472;829137,73;Extant
Phaethornis augusti;Trochilidae;Apodiformes;Hermits;5;0;2;3;4;35,4;29,2;2,2;2,2;5,1;57;35,9;21,1;62,9;78,6;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;2,3;11,15;7,4;-65,98808405;557848,62;Extant
Phaethornis bourcieri;Trochilidae;Apodiformes;Hermits;9;0;7;2;8;34;29,3;2,4;2,7;4,2;56,8;38,1;18,5;67,5;61,2;4,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-11,21;6,92;-1,04;-63,55989005;3387440,35;Extant
Phaethornis eurynome;Trochilidae;Apodiformes;Hermits;5;0;0;5;4;39,6;33,1;2,6;2,6;4,5;58,4;35,3;23;60,6;68,6;5,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-30,44;-13,93;-23,83;-49,32651795;934246,25;Extant
Phaethornis griseogularis;Trochilidae;Apodiformes;Hermits;13;3;5;5;5;25,3;20,9;1,7;1,9;3,6;36,2;24,4;11,9;67,3;36,8;2,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-6,37;10,41;1,84;-70,52602126;385191,87;Extant
Phaethornis guy;Trochilidae;Apodiformes;Hermits;38;13;8;17;8;42,4;33,6;3,3;2,5;4,7;59,2;37,5;21,1;64;64,4;6,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-14,26;11;-2,19;-75,34598606;555160,16;Extant
Phaethornis hispidus;Trochilidae;Apodiformes;Hermits;9;2;3;4;8;34,4;27,8;2,6;2,5;4,4;54,1;32,3;21,9;59,7;56,4;5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,43;8,71;-5,41;-67,35745483;4008483,06;Extant
Phaethornis idaliae;Trochilidae;Apodiformes;Hermits;4;0;0;4;4;23,1;18,6;1,7;1,8;3,8;34,4;23;11,3;67;26,8;2,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-23,01;-14,98;-19,75;-41,24178171;154965,58;Extant
Phaethornis koepckeae;Trochilidae;Apodiformes;Hermits;5;2;2;1;4;37,1;31,3;2,3;2,1;5,8;60,7;38;22,6;62,7;65,3;5,03;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-13,75;-4,54;-10,14;-74,37141623;112547,48;Extant
Phaethornis longirostris;Trochilidae;Apodiformes;Hermits;60;10;21;29;10;43,3;36;3,2;3;4,5;61,5;38,9;22,4;63,4;67,7;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,94;21,89;11,45;-84,71055817;698786,49;Extant
Phaethornis longuemareus;Trochilidae;Apodiformes;Hermits;13;0;9;4;7;26,9;22,2;2,2;2,4;4,6;41,7;26,8;15,2;63,8;33,8;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-9,92;10,84;1,54;-56,67170382;459640,39;Extant
Phaethornis malaris;Trochilidae;Apodiformes;Hermits;9;3;5;1;4;44,3;38,1;3;3,1;5,8;59,2;38,1;20,8;64,9;67,8;5,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-20,9;5,72;-5,49;-65,16506854;3790374,78;Extant
Phaethornis nattereri;Trochilidae;Apodiformes;Hermits;4;2;2;0;3;26,1;22,1;2;1,8;3;42,9;27,4;15,4;64;46,4;3,1;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-17,24;-1,95;-10,05;-50,57382822;788857,71;Extant
Phaethornis philippii;Trochilidae;Apodiformes;Hermits;4;1;2;1;4;36;29,3;2,9;2,6;4,5;56,8;37,8;18,9;66,7;61,4;5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-13,91;-2,47;-7,46;-66,29754772;1596505,84;Extant
Phaethornis pretrei;Trochilidae;Apodiformes;Hermits;11;0;5;6;4;35,6;30,1;2,6;2,7;5,4;59,3;36,3;22,5;61,8;73,2;5,6;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-26,31;-3,43;-16,56;-50,48806318;3736605,66;Extant
Phaethornis ruber;Trochilidae;Apodiformes;Hermits;14;4;4;6;6;24;20,3;1,6;2;3,6;33,2;22,6;10,6;70,1;30,1;2,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-25,29;10,23;-7,16;-56,37796042;9729125,66;Extant
Phaethornis rupurumii;Trochilidae;Apodiformes;Hermits;7;0;7;0;2;27,7;22,5;2,1;2;4,2;43,2;27,4;15,3;64,2;41,7;3,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,42;7,79;3,21;-62,01735596;570013,04;Extant
Phaethornis squalidus;Trochilidae;Apodiformes;Hermits;5;0;0;5;1;27,4;21,4;2,5;2,2;4,1;47,6;28,4;19,2;59,8;55,3;3,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-27,41;-18,83;-22,03;-44,48162546;272378,96;Extant
Phaethornis striigularis;Trochilidae;Apodiformes;Hermits;47;2;2;43;4;23,7;19,6;2,4;2;4;39,1;25,4;13,1;66,2;36,4;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-3,56;19,34;10,6;-82,3554235;764879,78;Extant
Phaethornis stuarti;Trochilidae;Apodiformes;Hermits;13;2;4;7;7;26,3;21,3;2,6;1,8;3,8;36;24,6;11,3;68,4;33,2;2,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,06;-10,16;-13,89;-70,02899584;147916,92;Extant
Phaethornis subochraceus;Trochilidae;Apodiformes;Hermits;4;2;2;0;4;30,5;24,9;2,4;2,4;4;50,6;32,4;18,2;64;58,4;3,8;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-21,6;-13,93;-16,96;-61,42039152;338446,17;Extant
Phaethornis superciliosus;Trochilidae;Apodiformes;Hermits;9;2;3;4;8;40,3;34,5;2,8;2,8;4,7;58,4;36,3;21,7;62,6;65,2;6,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-10,45;8,63;0,35;-57,0079159;2562623,83;Extant
Phaethornis syrmatophorus;Trochilidae;Apodiformes;Hermits;43;3;8;32;4;43,1;34,9;2,7;2,4;4,6;60,9;36;24,9;59,1;62,6;5,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-7;7,23;0,97;-76,98752033;159638,35;Extant
Phaethornis yaruqui;Trochilidae;Apodiformes;Hermits;5;2;3;0;4;45,6;39,8;2,6;2,7;5;59,5;37,8;21,7;63,5;53,8;5,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-3,69;7,87;2,89;-78,00396713;119931,58;Extant
Phlogophilus harterti;Trochilidae;Apodiformes;Coquettes;5;0;0;5;3;18,8;13,5;2,2;1,8;5;45,6;29,2;16,4;64,1;30,2;2,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-14,14;-8,66;-12,02;-72,38808196;33304,03;Extant
Phlogophilus hemileucurus;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;19;15,4;2;1,9;5,2;50;31,8;18,2;63,6;31;2,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-5,89;1,66;-1,9;-77,82258146;25433,94;Extant
Polyonymus caroli;Trochilidae;Apodiformes;Coquettes;5;1;4;0;4;23,2;19,5;2,3;2;6,4;64,4;39,5;25;61,2;57,2;4,8;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-16,68;-7,7;-12,04;-75,65564022;159552,96;Extant
Polytmus guainumbi;Trochilidae;Apodiformes;Mangoes;10;4;6;0;4;25,2;22,3;2,8;2,2;4;59,2;37,5;21,6;63,4;40;5,2;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-27,76;10,84;-9,69;-53,27182798;4835885,75;Extant
Polytmus milleri;Trochilidae;Apodiformes;Mangoes;2;1;1;0;2;25,4;20,2;2,1;2,6;5,1;64,2;39,4;24,8;61,4;40,5;4,1;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;3,15;6,03;4,96;-62,37098266;74967,65;Extant
Polytmus theresiae;Trochilidae;Apodiformes;Mangoes;7;3;4;0;6;21,5;16,7;2,3;2,1;3,9;56,6;35,3;21,3;62,5;32,1;3,8;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-13,24;7,91;-0,29;-59,03550093;1942723,67;Extant
Pterophanes cyanopterus;Trochilidae;Apodiformes;Brilliants;15;6;8;1;5;37,9;29,1;2,1;2,6;6,9;104,9;66,5;37,8;63,8;69,3;9,25;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-17,85;7,44;-5,4;-74,94096498;232571,39;Extant
Ramphodon naevius;Trochilidae;Apodiformes;Hermits;5;0;0;5;0;39,4;31,2;3,8;4,4;3,4;71,4;41,9;29,5;58,6;52,2;7,9;Dunning;NA;YES;"Tarsus Length;";Glaucis dohrnii;Forest;1;1;Herbivore;Nectarivore;Aerial;-30,63;-18,7;-23,93;-45,77844433;220311,75;Extant
